mql_id,first_contact_date,landing_page_id,origin
MQL_00597,2025-01-05,LP_014,referral
MQL_00598,2025-01-20,LP_011,referral
MQL_00599,2025-01-14,LP_013,referral
MQL_00600,2025-01-11,LP_008,referral
MQL_00601,2025-01-16,LP_014,referral
MQL_00602,2025-01-24,LP_003,referral
MQL_00603,2025-01-09,LP_003,referral
MQL_00604,2025-01-22,LP_010,referral
MQL_00605,2025-01-27,LP_006,referral
MQL_00606,2025-01-26,LP_005,referral
MQL_00607,2025-01-07,LP_002,referral
MQL_00608,2025-01-14,LP_006,referral
MQL_00609,2025-01-06,LP_007,referral
MQL_00610,2025-01-13,LP_014,referral
MQL_00611,2025-01-19,LP_004,referral
MQL_00612,2025-01-01,LP_001,referral
MQL_00613,2025-01-18,LP_011,referral
MQL_00614,2025-01-20,LP_011,referral
MQL_00615,2025-01-08,LP_015,referral
MQL_00616,2025-01-03,LP_008,referral
MQL_00617,2025-01-07,LP_005,referral
MQL_00618,2025-01-23,LP_014,referral
MQL_00619,2025-01-06,LP_001,referral
MQL_00620,2025-01-13,LP_010,referral
MQL_00621,2025-01-14,LP_010,referral
MQL_00622,2025-01-09,LP_003,referral
MQL_00623,2025-01-03,LP_006,referral
MQL_00624,2025-01-06,LP_010,referral
MQL_00625,2025-01-04,LP_001,referral
MQL_00626,2025-01-14,LP_013,marketplace
MQL_00627,2025-01-15,LP_014,marketplace
MQL_00628,2025-01-22,LP_008,marketplace
MQL_00629,2025-01-04,LP_004,marketplace
MQL_00630,2025-01-23,LP_004,marketplace
MQL_00631,2025-01-07,LP_014,marketplace
MQL_00632,2025-01-27,LP_013,marketplace
MQL_00633,2025-01-09,LP_005,marketplace
MQL_00634,2025-01-24,LP_008,marketplace
MQL_00635,2025-01-13,LP_003,marketplace
MQL_00636,2025-01-14,LP_014,marketplace
MQL_00637,2025-01-07,LP_010,marketplace
MQL_00638,2025-01-07,LP_014,marketplace
MQL_00639,2025-01-10,LP_012,marketplace
MQL_00640,2025-01-22,LP_004,marketplace
MQL_00641,2025-01-14,LP_003,marketplace
MQL_00642,2025-01-14,LP_013,marketplace
MQL_00643,2025-01-05,LP_001,marketplace
MQL_00644,2025-01-10,LP_005,marketplace
MQL_00645,2025-01-08,LP_010,marketplace
MQL_00646,2025-01-15,LP_015,marketplace
MQL_00647,2025-01-08,LP_006,marketplace
MQL_00648,2025-01-19,LP_011,marketplace
MQL_00649,2025-01-21,LP_008,marketplace
MQL_00650,2025-01-03,LP_001,marketplace
MQL_00651,2025-01-16,LP_003,marketplace
MQL_00652,2025-01-28,LP_006,marketplace
MQL_00653,2025-01-23,LP_007,marketplace
MQL_00654,2025-01-22,LP_004,marketplace
MQL_00655,2025-01-23,LP_007,marketplace
MQL_00656,2025-01-23,LP_007,marketplace
MQL_00657,2025-01-24,LP_010,marketplace
MQL_00658,2025-01-09,LP_002,marketplace
MQL_00659,2025-01-04,LP_009,marketplace
MQL_00660,2025-01-02,LP_001,marketplace
MQL_00661,2025-01-11,LP_015,marketplace
MQL_00662,2025-01-08,LP_008,marketplace
MQL_00663,2025-01-12,LP_010,marketplace
MQL_00664,2025-01-22,LP_013,marketplace
MQL_00665,2025-01-20,LP_012,marketplace
MQL_00666,2025-01-24,LP_013,marketplace
MQL_00667,2025-01-02,LP_001,marketplace
MQL_00668,2025-01-09,LP_009,marketplace
MQL_00669,2025-01-20,LP_007,marketplace
MQL_00670,2025-01-10,LP_007,marketplace
MQL_00671,2025-01-22,LP_006,marketplace
MQL_00672,2025-01-05,LP_015,marketplace
MQL_00673,2025-01-18,LP_001,marketplace
MQL_00674,2025-01-19,LP_003,marketplace
MQL_00675,2025-01-09,LP_003,marketplace
MQL_00676,2025-01-17,LP_008,marketplace
MQL_00677,2025-01-11,LP_015,marketplace
MQL_00678,2025-01-15,LP_003,marketplace
MQL_00679,2025-01-03,LP_006,marketplace
MQL_00680,2025-01-23,LP_009,marketplace
MQL_00681,2025-01-14,LP_003,marketplace
MQL_00682,2025-01-09,LP_002,marketplace
MQL_00683,2025-01-11,LP_001,marketplace
MQL_00684,2025-01-05,LP_008,marketplace
MQL_00685,2025-01-28,LP_014,marketplace
MQL_00686,2025-01-09,LP_012,marketplace
MQL_00687,2025-01-12,LP_015,marketplace
MQL_00688,2025-01-14,LP_005,marketplace
MQL_00689,2025-01-09,LP_010,marketplace
MQL_00690,2025-01-27,LP_013,marketplace
MQL_00691,2025-01-09,LP_009,marketplace
MQL_00692,2025-01-11,LP_007,marketplace
MQL_00693,2025-01-06,LP_006,marketplace
MQL_00694,2025-01-24,LP_008,marketplace
MQL_00695,2025-01-25,LP_003,marketplace
MQL_00696,2025-01-18,LP_014,marketplace
MQL_00697,2025-01-22,LP_011,marketplace
MQL_00698,2025-01-26,LP_008,marketplace
MQL_00699,2025-01-02,LP_004,marketplace
MQL_00700,2025-01-05,LP_001,marketplace
MQL_00701,2025-01-08,LP_003,marketplace
MQL_00702,2025-01-02,LP_008,marketplace
MQL_00703,2025-01-09,LP_003,marketplace
MQL_00704,2025-01-23,LP_008,marketplace
MQL_00705,2025-01-14,LP_002,marketplace
MQL_00706,2025-01-16,LP_001,marketplace
MQL_00707,2025-01-15,LP_006,marketplace
MQL_00708,2025-01-23,LP_009,marketplace
MQL_00709,2025-01-16,LP_008,marketplace
MQL_00710,2025-01-16,LP_002,marketplace
MQL_00711,2025-01-28,LP_012,marketplace
MQL_00712,2025-01-28,LP_003,marketplace
MQL_00713,2025-01-04,LP_006,marketplace
MQL_00714,2025-01-03,LP_004,marketplace
MQL_00715,2025-01-28,LP_005,marketplace
MQL_00716,2025-01-06,LP_014,marketplace
MQL_00717,2025-01-06,LP_012,marketplace
MQL_00718,2025-01-17,LP_014,marketplace
MQL_00719,2025-01-09,LP_010,marketplace
MQL_00720,2025-01-22,LP_010,marketplace
MQL_00721,2025-01-07,LP_010,marketplace
MQL_00722,2025-01-01,LP_009,marketplace
MQL_00723,2025-01-25,LP_010,marketplace
MQL_00724,2025-01-06,LP_007,marketplace
MQL_00725,2025-01-03,LP_004,marketplace
MQL_00726,2025-01-25,LP_008,marketplace
MQL_00727,2025-01-22,LP_002,marketplace
MQL_00728,2025-01-11,LP_001,marketplace
MQL_00729,2025-01-10,LP_011,marketplace
MQL_00730,2025-01-22,LP_002,marketplace
MQL_00731,2025-01-13,LP_006,marketplace
MQL_00732,2025-01-19,LP_015,marketplace
MQL_00733,2025-01-04,LP_014,marketplace
MQL_00734,2025-01-11,LP_003,marketplace
MQL_00735,2025-01-01,LP_002,marketplace
MQL_00736,2025-01-15,LP_014,marketplace
MQL_00737,2025-01-23,LP_011,marketplace
MQL_00738,2025-01-16,LP_008,marketplace
MQL_00739,2025-01-21,LP_005,marketplace
MQL_00740,2025-01-20,LP_011,marketplace
MQL_00741,2025-01-01,LP_006,marketplace
MQL_00742,2025-01-02,LP_011,marketplace
MQL_00743,2025-01-20,LP_008,marketplace
MQL_00744,2025-01-11,LP_012,marketplace
MQL_00745,2025-01-24,LP_015,marketplace
MQL_00746,2025-01-26,LP_010,marketplace
MQL_00747,2025-01-05,LP_004,marketplace
MQL_00748,2025-01-28,LP_001,marketplace
MQL_00749,2025-01-26,LP_011,marketplace
MQL_00750,2025-01-10,LP_006,marketplace
MQL_00751,2025-01-26,LP_001,marketplace
MQL_00752,2025-02-18,LP_010,organic_search
MQL_00753,2025-02-13,LP_002,organic_search
MQL_00754,2025-02-13,LP_005,organic_search
MQL_00755,2025-02-06,LP_004,organic_search
MQL_00756,2025-02-25,LP_014,organic_search
MQL_00757,2025-02-13,LP_002,organic_search
MQL_00758,2025-02-01,LP_014,organic_search
MQL_00759,2025-02-07,LP_003,organic_search
MQL_00760,2025-02-13,LP_013,organic_search
MQL_00761,2025-02-13,LP_005,organic_search
MQL_00762,2025-02-21,LP_013,organic_search
MQL_00763,2025-02-21,LP_003,organic_search
MQL_00764,2025-02-04,LP_005,organic_search
MQL_00765,2025-02-16,LP_013,organic_search
MQL_00766,2025-02-14,LP_012,organic_search
MQL_00767,2025-02-26,LP_015,organic_search
MQL_00768,2025-02-10,LP_015,organic_search
MQL_00769,2025-02-22,LP_010,organic_search
MQL_00770,2025-02-05,LP_006,organic_search
MQL_00771,2025-02-22,LP_002,organic_search
MQL_00772,2025-02-27,LP_006,organic_search
MQL_00773,2025-02-17,LP_004,organic_search
MQL_00774,2025-02-16,LP_008,organic_search
MQL_00775,2025-02-13,LP_008,organic_search
MQL_00776,2025-02-09,LP_010,organic_search
MQL_00777,2025-02-20,LP_007,organic_search
MQL_00778,2025-02-03,LP_013,organic_search
MQL_00779,2025-02-14,LP_013,organic_search
MQL_00780,2025-02-12,LP_010,organic_search
MQL_00781,2025-02-06,LP_007,organic_search
MQL_00782,2025-02-21,LP_007,organic_search
MQL_00783,2025-02-03,LP_001,organic_search
MQL_00784,2025-02-17,LP_006,organic_search
MQL_00785,2025-02-15,LP_011,organic_search
MQL_00786,2025-02-08,LP_011,organic_search
MQL_00787,2025-02-22,LP_012,organic_search
MQL_00788,2025-02-05,LP_015,organic_search
MQL_00789,2025-02-16,LP_009,organic_search
MQL_00790,2025-02-21,LP_011,organic_search
MQL_00791,2025-02-17,LP_002,organic_search
MQL_00792,2025-02-10,LP_008,organic_search
MQL_00793,2025-02-14,LP_002,organic_search
MQL_00794,2025-02-26,LP_008,organic_search
MQL_00795,2025-02-10,LP_003,organic_search
MQL_00796,2025-02-05,LP_011,organic_search
MQL_00797,2025-02-10,LP_014,organic_search
MQL_00798,2025-02-08,LP_009,organic_search
MQL_00799,2025-02-14,LP_005,organic_search
MQL_00800,2025-02-19,LP_001,organic_search
MQL_00801,2025-02-18,LP_002,organic_search
MQL_00802,2025-02-02,LP_009,organic_search
MQL_00803,2025-02-04,LP_009,organic_search
MQL_00804,2025-02-14,LP_007,organic_search
MQL_00805,2025-02-04,LP_008,organic_search
MQL_00806,2025-02-22,LP_012,organic_search
MQL_00807,2025-02-19,LP_014,organic_search
MQL_00808,2025-02-09,LP_006,organic_search
MQL_00809,2025-02-09,LP_010,organic_search
MQL_00810,2025-02-03,LP_013,organic_search
MQL_00811,2025-02-17,LP_001,organic_search
MQL_00812,2025-02-04,LP_012,organic_search
MQL_00813,2025-02-22,LP_008,organic_search
MQL_00814,2025-02-06,LP_013,organic_search
MQL_00815,2025-02-06,LP_014,organic_search
MQL_00816,2025-02-13,LP_001,organic_search
MQL_00817,2025-02-03,LP_007,organic_search
MQL_00818,2025-02-23,LP_005,organic_search
MQL_00819,2025-02-11,LP_010,organic_search
MQL_00820,2025-02-24,LP_008,organic_search
MQL_00821,2025-02-25,LP_011,organic_search
MQL_00822,2025-02-15,LP_010,organic_search
MQL_00823,2025-02-26,LP_005,organic_search
MQL_00824,2025-02-11,LP_015,organic_search
MQL_00825,2025-02-28,LP_013,organic_search
MQL_00826,2025-02-06,LP_004,organic_search
MQL_00827,2025-02-06,LP_002,organic_search
MQL_00828,2025-02-24,LP_010,organic_search
MQL_00829,2025-02-09,LP_014,organic_search
MQL_00830,2025-02-22,LP_002,organic_search
MQL_00831,2025-02-14,LP_009,organic_search
MQL_00832,2025-02-01,LP_001,organic_search
MQL_00833,2025-02-13,LP_002,organic_search
MQL_00834,2025-02-01,LP_003,organic_search
MQL_00835,2025-02-21,LP_008,organic_search
MQL_00836,2025-02-15,LP_012,organic_search
MQL_00837,2025-02-13,LP_014,organic_search
MQL_00838,2025-02-22,LP_012,organic_search
MQL_00839,2025-02-20,LP_012,organic_search
MQL_00840,2025-02-16,LP_005,organic_search
MQL_00841,2025-02-20,LP_014,organic_search
MQL_00842,2025-02-20,LP_006,organic_search
MQL_00843,2025-02-23,LP_011,organic_search
MQL_00844,2025-02-23,LP_011,organic_search
MQL_00845,2025-02-13,LP_013,organic_search
MQL_00846,2025-02-10,LP_002,organic_search
MQL_00847,2025-02-05,LP_003,organic_search
MQL_00848,2025-02-01,LP_004,organic_search
MQL_00849,2025-02-04,LP_014,organic_search
MQL_00850,2025-02-01,LP_012,organic_search
MQL_00851,2025-02-07,LP_014,organic_search
MQL_00852,2025-02-01,LP_004,organic_search
MQL_00853,2025-02-16,LP_011,organic_search
MQL_00854,2025-02-05,LP_011,organic_search
MQL_00855,2025-02-08,LP_007,organic_search
MQL_00856,2025-02-27,LP_011,organic_search
MQL_00857,2025-02-28,LP_013,organic_search
MQL_00858,2025-02-18,LP_004,organic_search
MQL_00859,2025-02-03,LP_005,organic_search
MQL_00860,2025-02-25,LP_008,organic_search
MQL_00861,2025-02-05,LP_008,organic_search
MQL_00862,2025-02-14,LP_001,organic_search
MQL_00863,2025-02-04,LP_003,organic_search
MQL_00864,2025-02-05,LP_012,organic_search
MQL_00865,2025-02-23,LP_008,organic_search
MQL_00866,2025-02-16,LP_008,organic_search
MQL_00867,2025-02-01,LP_014,organic_search
MQL_00868,2025-02-15,LP_010,organic_search
MQL_00869,2025-02-08,LP_004,organic_search
MQL_00870,2025-02-10,LP_010,organic_search
MQL_00871,2025-02-27,LP_014,organic_search
MQL_00872,2025-02-13,LP_001,organic_search
MQL_00873,2025-02-11,LP_001,organic_search
MQL_00874,2025-02-04,LP_011,organic_search
MQL_00875,2025-02-28,LP_012,organic_search
MQL_00876,2025-02-14,LP_007,organic_search
MQL_00877,2025-02-28,LP_008,organic_search
MQL_00878,2025-02-24,LP_010,organic_search
MQL_00879,2025-02-20,LP_012,organic_search
MQL_00880,2025-02-18,LP_005,organic_search
MQL_00881,2025-02-02,LP_008,organic_search
MQL_00882,2025-02-13,LP_008,organic_search
MQL_00883,2025-02-17,LP_010,organic_search
MQL_00884,2025-02-24,LP_010,organic_search
MQL_00885,2025-02-22,LP_015,organic_search
MQL_00886,2025-02-27,LP_014,organic_search
MQL_00887,2025-02-16,LP_004,organic_search
MQL_00888,2025-02-23,LP_001,organic_search
MQL_00889,2025-02-17,LP_001,organic_search
MQL_00890,2025-02-14,LP_010,organic_search
MQL_00891,2025-02-11,LP_009,organic_search
MQL_00892,2025-02-03,LP_005,organic_search
MQL_00893,2025-02-21,LP_007,organic_search
MQL_00894,2025-02-16,LP_002,organic_search
MQL_00895,2025-02-16,LP_010,organic_search
MQL_00896,2025-02-21,LP_006,organic_search
MQL_00897,2025-02-15,LP_012,organic_search
MQL_00898,2025-02-14,LP_001,organic_search
MQL_00899,2025-02-06,LP_005,organic_search
MQL_00900,2025-02-16,LP_006,paid_search
MQL_00901,2025-02-15,LP_004,paid_search
MQL_00902,2025-02-17,LP_004,paid_search
MQL_00903,2025-02-19,LP_015,paid_search
MQL_00904,2025-02-22,LP_006,paid_search
MQL_00905,2025-02-20,LP_014,paid_search
MQL_00906,2025-02-27,LP_012,paid_search
MQL_00907,2025-02-22,LP_008,paid_search
MQL_00908,2025-02-05,LP_015,paid_search
MQL_00909,2025-02-10,LP_012,paid_search
MQL_00910,2025-02-23,LP_007,paid_search
MQL_00911,2025-02-14,LP_014,paid_search
MQL_00912,2025-02-22,LP_011,paid_search
MQL_00913,2025-02-24,LP_006,paid_search
MQL_00914,2025-02-26,LP_008,paid_search
MQL_00915,2025-02-26,LP_014,paid_search
MQL_00916,2025-02-06,LP_010,paid_search
MQL_00917,2025-02-07,LP_005,paid_search
MQL_00918,2025-02-23,LP_012,paid_search
MQL_00919,2025-02-03,LP_011,paid_search
MQL_00920,2025-02-16,LP_003,paid_search
MQL_00921,2025-02-06,LP_004,paid_search
MQL_00922,2025-02-06,LP_010,paid_search
MQL_00923,2025-02-16,LP_002,paid_search
MQL_00924,2025-02-26,LP_007,paid_search
MQL_00925,2025-02-16,LP_005,paid_search
MQL_00926,2025-02-08,LP_004,paid_search
MQL_00927,2025-02-18,LP_001,paid_search
MQL_00928,2025-02-01,LP_006,paid_search
MQL_00929,2025-02-09,LP_006,paid_search
MQL_00930,2025-02-22,LP_003,paid_search
MQL_00931,2025-02-06,LP_014,paid_search
MQL_00932,2025-02-28,LP_015,paid_search
MQL_00933,2025-02-17,LP_001,paid_search
MQL_00934,2025-02-26,LP_002,paid_search
MQL_00935,2025-02-11,LP_007,paid_search
MQL_00936,2025-02-04,LP_010,paid_search
MQL_00937,2025-02-08,LP_002,paid_search
MQL_00938,2025-02-18,LP_004,paid_search
MQL_00939,2025-02-16,LP_005,paid_search
MQL_00940,2025-02-11,LP_013,paid_search
MQL_00941,2025-02-12,LP_013,paid_search
MQL_00942,2025-02-02,LP_013,paid_search
MQL_00943,2025-02-18,LP_005,paid_search
MQL_00944,2025-02-05,LP_014,paid_search
MQL_00945,2025-02-23,LP_014,paid_search
MQL_00946,2025-02-17,LP_010,paid_search
MQL_00947,2025-02-22,LP_002,paid_search
MQL_00948,2025-02-23,LP_001,paid_search
MQL_00949,2025-02-15,LP_013,paid_search
MQL_00950,2025-02-15,LP_014,paid_search
MQL_00951,2025-02-25,LP_002,paid_search
MQL_00952,2025-02-04,LP_013,paid_search
MQL_00953,2025-02-20,LP_010,paid_search
MQL_00954,2025-02-26,LP_014,paid_search
MQL_00955,2025-02-04,LP_014,paid_search
MQL_00956,2025-02-18,LP_001,paid_search
MQL_00957,2025-02-17,LP_002,paid_search
MQL_00958,2025-02-06,LP_011,paid_search
MQL_00959,2025-02-04,LP_014,paid_search
MQL_00960,2025-02-07,LP_015,paid_search
MQL_00961,2025-02-12,LP_003,paid_search
MQL_00962,2025-02-24,LP_005,paid_search
MQL_00963,2025-02-23,LP_008,paid_search
MQL_00964,2025-02-25,LP_009,paid_search
MQL_00965,2025-02-16,LP_012,paid_search
MQL_00966,2025-02-28,LP_002,paid_search
MQL_00967,2025-02-05,LP_011,paid_search
MQL_00968,2025-02-12,LP_006,paid_search
MQL_00969,2025-02-27,LP_003,paid_search
MQL_00970,2025-02-04,LP_014,paid_search
MQL_00971,2025-02-07,LP_008,paid_search
MQL_00972,2025-02-14,LP_013,paid_search
MQL_00973,2025-02-25,LP_001,paid_search
MQL_00974,2025-02-08,LP_014,paid_search
MQL_00975,2025-02-26,LP_008,paid_search
MQL_00976,2025-02-11,LP_005,paid_search
MQL_00977,2025-02-17,LP_003,paid_search
MQL_00978,2025-02-03,LP_005,paid_search
MQL_00979,2025-02-12,LP_012,paid_search
MQL_00980,2025-02-25,LP_007,paid_search
MQL_00981,2025-02-12,LP_011,paid_search
MQL_00982,2025-02-22,LP_004,paid_search
MQL_00983,2025-02-05,LP_013,paid_search
MQL_00984,2025-02-25,LP_009,paid_search
MQL_00985,2025-02-14,LP_013,paid_search
MQL_00986,2025-02-08,LP_003,paid_search
MQL_00987,2025-02-26,LP_007,paid_search
MQL_00988,2025-02-14,LP_015,paid_search
MQL_00989,2025-02-14,LP_015,paid_search
MQL_00990,2025-02-15,LP_014,paid_search
MQL_00991,2025-02-17,LP_013,paid_search
MQL_00992,2025-02-22,LP_006,paid_search
MQL_00993,2025-02-01,LP_008,paid_search
MQL_00994,2025-02-05,LP_013,paid_search
MQL_00995,2025-02-01,LP_012,paid_search
MQL_00996,2025-02-26,LP_009,paid_search
MQL_00997,2025-02-03,LP_002,paid_search
MQL_00998,2025-02-11,LP_006,paid_search
MQL_00999,2025-02-13,LP_013,paid_search
MQL_01000,2025-02-06,LP_007,paid_search
MQL_01001,2025-02-02,LP_007,paid_search
MQL_01002,2025-02-25,LP_001,paid_search
MQL_01003,2025-02-22,LP_015,paid_search
MQL_01004,2025-02-21,LP_003,paid_search
MQL_01005,2025-02-19,LP_001,paid_search
MQL_01006,2025-02-21,LP_012,paid_search
MQL_01007,2025-02-26,LP_011,paid_search
MQL_01008,2025-02-17,LP_005,paid_search
MQL_01009,2025-02-14,LP_007,paid_search
MQL_01010,2025-02-22,LP_012,paid_search
MQL_01011,2025-02-18,LP_014,paid_search
MQL_01012,2025-02-10,LP_012,paid_search
MQL_01013,2025-02-24,LP_006,paid_search
MQL_01014,2025-02-12,LP_001,paid_search
MQL_01015,2025-02-27,LP_005,paid_search
MQL_01016,2025-02-17,LP_010,paid_search
MQL_01017,2025-02-05,LP_012,paid_search
MQL_01018,2025-02-13,LP_008,paid_search
MQL_01019,2025-02-21,LP_004,paid_search
MQL_01020,2025-02-18,LP_010,paid_search
MQL_01021,2025-02-26,LP_010,paid_search
MQL_01022,2025-02-21,LP_008,paid_search
MQL_01023,2025-02-23,LP_006,paid_search
MQL_01024,2025-02-26,LP_013,paid_search
MQL_01025,2025-02-21,LP_007,paid_search
MQL_01026,2025-02-25,LP_004,paid_search
MQL_01027,2025-02-10,LP_002,paid_search
MQL_01028,2025-02-02,LP_009,paid_search
MQL_01029,2025-02-11,LP_007,paid_search
MQL_01030,2025-02-24,LP_012,paid_search
MQL_01031,2025-02-24,LP_015,paid_search
MQL_01032,2025-02-05,LP_009,paid_search
MQL_01033,2025-02-18,LP_005,paid_search
MQL_01034,2025-02-07,LP_002,paid_search
MQL_01035,2025-02-17,LP_009,paid_search
MQL_01036,2025-02-10,LP_009,paid_search
MQL_01037,2025-02-11,LP_013,paid_search
MQL_01038,2025-02-21,LP_003,paid_search
MQL_01039,2025-02-01,LP_001,paid_search
MQL_01040,2025-02-26,LP_009,paid_search
MQL_01041,2025-02-19,LP_005,paid_search
MQL_01042,2025-02-08,LP_014,paid_search
MQL_01043,2025-02-25,LP_005,paid_search
MQL_01044,2025-02-24,LP_007,paid_search
MQL_01045,2025-02-17,LP_002,paid_search
MQL_01046,2025-02-24,LP_001,paid_search
MQL_01047,2025-02-27,LP_006,paid_search
MQL_01048,2025-02-09,LP_011,paid_search
MQL_01049,2025-02-17,LP_006,paid_search
MQL_01050,2025-02-04,LP_001,paid_search
MQL_01051,2025-02-25,LP_011,paid_search
MQL_01052,2025-02-04,LP_008,paid_search
MQL_01053,2025-02-10,LP_010,paid_search
MQL_01054,2025-02-24,LP_001,paid_search
MQL_01055,2025-02-15,LP_006,paid_search
MQL_01056,2025-02-08,LP_013,paid_search
MQL_01057,2025-02-24,LP_010,paid_search
MQL_01058,2025-02-19,LP_012,paid_search
MQL_01059,2025-02-21,LP_011,paid_search
MQL_01060,2025-02-18,LP_014,paid_search
MQL_01061,2025-02-20,LP_004,paid_search
MQL_01062,2025-02-12,LP_005,paid_search
MQL_01063,2025-02-10,LP_011,paid_search
MQL_01064,2025-02-26,LP_014,paid_search
MQL_01065,2025-02-23,LP_010,paid_search
MQL_01066,2025-02-22,LP_003,paid_search
MQL_01067,2025-02-23,LP_007,paid_search
MQL_01068,2025-02-17,LP_012,paid_search
MQL_01069,2025-02-08,LP_002,paid_search
MQL_01070,2025-02-11,LP_009,paid_search
MQL_01071,2025-02-19,LP_004,paid_search
MQL_01072,2025-02-27,LP_013,paid_search
MQL_01073,2025-02-12,LP_008,paid_search
MQL_01074,2025-02-04,LP_003,paid_search
MQL_01075,2025-02-23,LP_007,paid_search
MQL_01076,2025-02-27,LP_007,paid_search
MQL_01077,2025-02-03,LP_002,paid_search
MQL_01078,2025-02-02,LP_007,paid_search
MQL_01079,2025-02-05,LP_008,paid_search
MQL_01080,2025-02-03,LP_006,social_ads
MQL_01081,2025-02-22,LP_009,social_ads
MQL_01082,2025-02-13,LP_010,social_ads
MQL_01083,2025-02-18,LP_009,social_ads
MQL_01084,2025-02-25,LP_007,social_ads
MQL_01085,2025-02-28,LP_005,social_ads
MQL_01086,2025-02-19,LP_008,social_ads
MQL_01087,2025-02-21,LP_007,social_ads
MQL_01088,2025-02-15,LP_012,social_ads
MQL_01089,2025-02-16,LP_012,social_ads
MQL_01090,2025-02-14,LP_014,social_ads
MQL_01091,2025-02-06,LP_003,social_ads
MQL_01092,2025-02-17,LP_003,social_ads
MQL_01093,2025-02-16,LP_012,social_ads
MQL_01094,2025-02-15,LP_003,social_ads
MQL_01095,2025-02-23,LP_009,social_ads
MQL_01096,2025-02-28,LP_009,social_ads
MQL_01097,2025-02-04,LP_012,social_ads
MQL_01098,2025-02-07,LP_008,social_ads
MQL_01099,2025-02-16,LP_001,social_ads
MQL_01100,2025-02-24,LP_003,social_ads
MQL_01101,2025-02-18,LP_006,social_ads
MQL_01102,2025-02-04,LP_010,social_ads
MQL_01103,2025-02-28,LP_007,social_ads
MQL_01104,2025-02-04,LP_002,social_ads
MQL_01105,2025-02-12,LP_010,social_ads
MQL_01106,2025-02-10,LP_001,social_ads
MQL_01107,2025-02-17,LP_003,social_ads
MQL_01108,2025-02-04,LP_006,social_ads
MQL_01109,2025-02-10,LP_006,social_ads
MQL_01110,2025-02-10,LP_005,social_ads
MQL_01111,2025-02-16,LP_001,social_ads
MQL_01112,2025-02-26,LP_003,social_ads
MQL_01113,2025-02-05,LP_013,social_ads
MQL_01114,2025-02-19,LP_007,social_ads
MQL_01115,2025-02-02,LP_015,social_ads
MQL_01116,2025-02-10,LP_015,social_ads
MQL_01117,2025-02-10,LP_004,social_ads
MQL_01118,2025-02-06,LP_014,social_ads
MQL_01119,2025-02-24,LP_008,social_ads
MQL_01120,2025-02-01,LP_002,social_ads
MQL_01121,2025-02-18,LP_006,social_ads
MQL_01122,2025-02-03,LP_014,social_ads
MQL_01123,2025-02-02,LP_007,social_ads
MQL_01124,2025-02-16,LP_010,social_ads
MQL_01125,2025-02-10,LP_010,social_ads
MQL_01126,2025-02-15,LP_015,social_ads
MQL_01127,2025-02-11,LP_013,social_ads
MQL_01128,2025-02-13,LP_008,social_ads
MQL_01129,2025-02-27,LP_012,social_ads
MQL_01130,2025-02-27,LP_010,social_ads
MQL_01131,2025-02-05,LP_013,social_ads
MQL_01132,2025-02-05,LP_009,social_ads
MQL_01133,2025-02-21,LP_008,social_ads
MQL_01134,2025-02-25,LP_008,social_ads
MQL_01135,2025-02-22,LP_008,social_ads
MQL_01136,2025-02-05,LP_014,social_ads
MQL_01137,2025-02-24,LP_006,social_ads
MQL_01138,2025-02-03,LP_013,social_ads
MQL_01139,2025-02-20,LP_011,social_ads
MQL_01140,2025-02-20,LP_007,social_ads
MQL_01141,2025-02-13,LP_004,social_ads
MQL_01142,2025-02-13,LP_006,social_ads
MQL_01143,2025-02-18,LP_001,social_ads
MQL_01144,2025-02-22,LP_015,social_ads
MQL_01145,2025-02-15,LP_012,social_ads
MQL_01146,2025-02-09,LP_011,social_ads
MQL_01147,2025-02-03,LP_014,social_ads
MQL_01148,2025-02-06,LP_012,social_ads
MQL_01149,2025-02-01,LP_010,social_ads
MQL_01150,2025-02-21,LP_013,social_ads
MQL_01151,2025-02-25,LP_012,social_ads
MQL_01152,2025-02-10,LP_009,social_ads
MQL_01153,2025-02-21,LP_002,social_ads
MQL_01154,2025-02-21,LP_009,social_ads
MQL_01155,2025-02-03,LP_004,social_ads
MQL_01156,2025-02-20,LP_009,social_ads
MQL_01157,2025-02-19,LP_013,social_ads
MQL_01158,2025-02-02,LP_010,social_ads
MQL_01159,2025-02-17,LP_004,social_ads
MQL_01160,2025-02-25,LP_008,social_ads
MQL_01161,2025-02-17,LP_015,social_ads
MQL_01162,2025-02-01,LP_002,social_ads
MQL_01163,2025-02-22,LP_015,social_ads
MQL_01164,2025-02-18,LP_003,social_ads
MQL_01165,2025-02-01,LP_005,social_ads
MQL_01166,2025-02-26,LP_004,social_ads
MQL_01167,2025-02-08,LP_014,social_ads
MQL_01168,2025-02-23,LP_014,social_ads
MQL_01169,2025-02-19,LP_008,social_ads
MQL_01170,2025-02-03,LP_013,social_ads
MQL_01171,2025-02-18,LP_010,social_ads
MQL_01172,2025-02-11,LP_007,social_ads
MQL_01173,2025-02-19,LP_001,social_ads
MQL_01174,2025-02-16,LP_014,social_ads
MQL_01175,2025-02-01,LP_006,social_ads
MQL_01176,2025-02-14,LP_003,social_ads
MQL_01177,2025-02-14,LP_001,social_ads
MQL_01178,2025-02-28,LP_009,social_ads
MQL_01179,2025-02-11,LP_007,social_ads
MQL_01180,2025-02-09,LP_002,social_ads
